"age","repub","MIP"
36,1,"enviroment (elab) too many people & we are losing open spaces, water."
45,1,"Racism"
35,0,"health care"
21,1,"lack of better education"
57,0,"abortion"
31,1,"national debt"
50,1,"Starvation"
53,0,"politicians and our leaders need to stop pandering to special interest groups an"
29,0,"break down of family"
52,0,"unrest around the world"
66,0,"Moral decay"
55,0,"low income group in america is growing, causing poverty,loss of education,could "
44,0,"federal deficit, and morality"
50,0,"economy"
56,1,"crime (elab) i think that perlpe feel they can get away with a lot of crime so t"
26,1,"the lack of respect from youth"
45,0,"abortion"
64,0,"crime- children not being brought up properly/ stronger leaders in washington"
76,0,"the liberals in washington have taken over this country. It's time for them to g"
31,0,"national desence"
35,0,"violence"
27,0,""
80,1,"too many people coming to seattle"
61,0,"crooked politicans"
49,1,"guncontrol.well ther are too many guns, too much of easy acces to guns"
39,1,"predudice"
79,1,"drugs"
65,1,"racisim"
38,1,"crime"
51,1,"religion divides people up into so many factions, and it's become too political"
23,0,"the homelessw"
35,1,"quality of our education"
22,1,"greed"
22,0,"healthcare"
45,0,"war on drugs"
47,0,"taxes"
23,1,"AIDS"
88,1,"young people doing  to many bad things not being raised properly by their parent"
73,1,"A lot of things, I think.  I just don't know."
40,1,""
35,0,"our president"
32,0,"dishonesty in the government"
50,1,"school;s and education"
56,1,"medicare"
30,1,"race relations"
65,1,""
34,0,"moraliy"
72,1,"healh"
34,0,""
32,0,"the morality issue, a general lack of it.  I see this as an underlying issue.  P"
73,0,"price of gasoline and heating fuel.|this will cause the rest of things to also g"
63,1,"treat everbody cool"
69,0,"crime, immoraltiy in the white house"
23,0,"economy"
27,1,"education"
43,0,"education lackof money.kids and lack of respect"
31,0,"family values,governement can't fix"
30,0,"the decline of the family"
51,1,""
19,1,"I would say the lack of funding that's going into education & healthcare and mor"
49,0,"laws of a moral system(else)thats it"
33,0,"education"
84,1,"not enough unity in the country"
29,1,"Education (elab) quality education for everybody is lacking."
35,1,"lack of morals"
52,0,"2|"
41,0,"to much government regulation on our personal and business"
35,0,"taxes"
45,0,"I would say drugs (mean)I think drugs is the cause of more crimes being committe"
37,0,"drug abuse"
44,0,"crime"
28,0,"morality"
56,0,"education"
72,0,"drugs {what} hard drugs {what} crack cocaine, aND ANYTHING ALONG THAT line"
43,1,"teen violence"
35,0,"gas prices"
48,0,"GAS(WHAT) THE PRICES ARE SO HIGH(ELSE)"
29,1,"wages"
23,1,"violence"
30,0,"children, violence"
72,0,"still discrimination"
63,1,"|politician dishonesty"
41,0,"deficet"
39,0,"domestic violence"
59,1,"the rich gets richer, the poor get poorer, and the middle class support both end"
65,0,"the news media is running the country."
30,0,"the lack of fqamily unit"
41,1,"moral issues,abortion ,prayer,devorce to easy,courts no longer look at moral iss"
59,0,"leftgod"
43,0,""
60,0,"education"
50,1,"insurance and medical cost"
19,1,"child abuse"
32,1,"Education."
32,0,"violence"
40,1,"cost of medications"
30,1,"gun violence"
28,1,""
25,0,""
79,0,"we need tax relief,less goverment spending"
66,1,"the foreigners and the dope"
40,0,"lack of work ethic"
46,1,"drugs"
34,0,"lack of values"
74,1,""
53,0,"lack of belief in faith, respect and love for all, and that starts with human li"
53,1,"republican congress"
82,0,""
38,0,"poverty"
29,1,""
61,1,"poverty"
64,0,"the economy"
37,1,"education"
40,1,"drugs and guns"
25,1,"education"
45,1,"taxes, gas prices,down grade military"
40,0,"dishonesty"
31,1,"health care"
80,0,"i don't think we have any problems"
45,1,"education"
49,1,"economy"
20,1,"gas prices"
36,0,"crime"
26,0,"redusing the countries deficit"
42,1,"discrimination, especially for spanish people (elab) in jobs it outstands a lot."
26,1,""
31,0,"parental negliencr"
61,1,"immigration"
80,1,"We have to many children born to unwed mothers."
76,0,"morality"
35,0,"the presdent"
51,1,"unemployment"
26,0,"violence and drugs"
26,0,"deterioration of the family"
70,1,""
61,1,"violence;not safe to go anywhere"
75,1,"world unrest that we are involved in"
45,1,"deficete(and)reduceing it"
39,1,"EDUCATION"
30,0,"gans and drugs"
64,0,"The National Debt"
29,0,"poverty"
35,0,"gas prices"
28,1,"unemployment"
34,1,"health care issue"
28,1,"The growth of the Prison industry."
68,1,"keeping world peace and contributing to it3"
41,1,"over spending"
67,1,"drugs and their abuse"
43,1,"Education system"
81,0,"price of gas & price of electricity, ect. going up."
91,0,"to much taxes (add) we have to much debt (add) i can not express it so i cannnot"
35,1,"can't think now"
40,0,"lack of believe in god"
55,0,"apathy"
40,0,"honesty & intigrity"
50,1,"education"
62,1,"Probably unequal distribution of the money"
38,1,"education system"
51,0,"Social Security"
58,0,"over-taxation"
67,0,"prescriptions price lowered/inheritance taxes/I do not believe in gun control"
44,1,"crime (specific) hate crimes (add)no"
63,0,"the outlawing of god."
32,0,"violence"
25,0,"violence"
50,0,"bill clintom"
38,0,"turning away from god"
50,1,"crime"
26,0,""
25,0,"health care reform (elab) provide services without sacrificing|quality"
53,0,"illegal aliens"
42,1,"decipline chilldren"
56,0,"Our morality as a nation is going down the tubes respect for each other as perso"
25,0,"lack of morals"
27,1,"education"
55,1,"decline of the family"
70,0,"population"
52,0,"giveaway programs taking care of people that arent willing to take care of thems"
65,1,"olderly in terms of housing and benefits"
28,1,"children getting into drugs(why) because i'm a mother and i wouldn't want my chi"
45,1,"keepinthe economy going"
54,1,"discrimination"
90,0,"so much sex in movies and voilonce and some thing should be done about it"
32,1,"money(elab)not enough of it."
51,1,"health care"
29,1,"crime"
52,1,""
20,1,"kids"
52,0,""
82,0,"people"
83,0,"none"
77,0,"Moral Problems"
47,0,"guns"
49,1,"homelessness(environment cleaner"
39,1,"violent youth"
46,0,"crime"
30,0,"morality of the culture"
42,0,"immigration"
38,1,"homeless"
25,0,"family values problems"
21,0,"deregulation of electricity and appliances"
55,0,"immoraliyt in the government, mainly among the Democrats"
21,1,"yound kids with guns"
33,0,"moralty-lack of it in government"
66,1,"social problems"
42,1,"gas prices"
47,0,"aboration"
28,0,"crooked politicans"
25,0,"poverty"
46,1,"helth care"
45,1,"politics"
58,0,"too immoral"
42,1,"violence"
30,1,"violence; GUN VIOLENCE; too many children are affected by guns violence in the s"
20,1,"gun control"
82,1,""
63,1,"the difference in economy condition"
36,0,"morals"
22,0,"world decay"
36,1,"our children"
70,0,"crime (what) people should be punished more for the crimes they do, too many peo"
55,0,"crime"
45,1,"crime"
53,0,"the lack of good old fashioned morals/insignificant and lousy parentinfg"
36,0,"violence to many guns and abuse"
75,1,"seiniors have to pay for medication."
31,1,"lack of poltical leadership"
81,1,"the military -- they are down below adequate strength for good national security"
57,1,"the fact that we don't have another war because of the oil--thge countries that "
19,1,"the welfare (elab) just social security and people on welfare and trying to impr"
40,0,"drunks"
38,1,"national security"
40,1,"judicial system (elab) they allow people to sue at a drop of a hat and get it, n"
51,1,"enocmice issues"
80,1,"i think one thing is high prices especially on medication (add) no"
32,0,""
28,1,"the fact that if you are caught disaplining you r child it is called child abous"
41,0,"lack of responsibility"
86,0,"over population, not enough immigration laws"
65,0,"crime (guns)"
70,1,"health care|3"
50,0,"lack of morality"
29,1,"violence"
32,1,"broken homes"
55,1,"the poor people to many rich the rich are getting richer and poorer poorer"
38,0,"lack of God in the community and schools"
50,1,"a lot of crime"
31,0,"not enough parental guidance"
45,1,"wages;the cost of living keeps going up and wages stay the same"
42,1,"violence"
21,1,"envirnmental issues"
76,1,"not sure"
50,1,"political system"
45,1,"gun issue put guns away from children"
40,1,"health"
38,1,"That would probably be child hunger."
50,0,"inmorality"
57,1,"too much taxes"
39,1,"gun control"
58,1,"Apathy."
67,1,"morality/we have begun to lose sight of what is good and decent/language/what is"
40,1,"over population"
63,1,"keeping our strenght up with our own forces"
88,1,"take care of old people"
41,1,"violence"
24,0,"basically the lack of integrity in government and the decline of morality(what) "
33,1,"guns"
40,1,"envirnmental issues"
27,0,"gun contron"
56,0,"morality/ family values-financial situation on social security"
37,1,"taxes"
19,0,"poverty"
43,1,"the inability to educate our chrildren"
79,1,""
64,0,"taxation"
30,0,"morality the lack of it"
40,1,"teenage drugs"
43,1,"gang relations"
71,0,"the way everything is going (mean)taxes are too high"
91,1,""
31,1,"medical for the elderly is a problem to me (else) all the benefits that have to "
77,0,"stupid people running for president"
42,1,"health care"
54,1,"need a good president"
63,0,"a good strong military"
70,0,"a lot of problems, but the crime issue is big i'm a senior citizen those issues "
50,0,"compete overhaul of the gov (needs) where tax dollars are going shouldn't be goi"
72,0,"immigration (else) no"
37,1,"racism"
35,0,"drugs and alchol"
35,0,"family values"
33,0,"teenage problems (else) big problem in united states first is divorce problem an"
20,0,"education"
21,0,"parents not caring for their kids"
42,1,"poverty, because of it, children have less guidance at home and thet leads to ki"
49,0,"taking responsiblity for all our actions"
44,1,"taxes my husband is self employed we get taxed way too much (all) yes"
62,0,"keeping economy going"
47,1,""
55,0,"racial issues"
66,0,"CRIME (ELAB) GUN CHILDREN SHOOTING EACH OTHER DRUG PROBLEM. MORALTY AS WELL ELSE"
52,0,"morality"
60,1,"social security and older people"
30,0,"violence"
67,0,"crime"
74,1,"peace"
25,0,"diversity - we preachabout it and we want to fix it, but we just throw it under "
64,0,"Social Security"
55,1,"gas prices"
46,1,"it's hunger, in west virginia and the united states"
43,0,"taxes (too much)"
76,0,"politics"
65,0,"the people who need the most financial help can't get it"
84,1,"medicare"
78,1,"communication with other ethnic groups worlwide!"
43,0,"guns"
60,1,"kicked god out of country-country doesn't want god in schools need to put god an"
37,0,"too careless about who we elect"
59,1,"respect for one another"
64,1,"ddrugs"
42,1,"drugs and violence (what) guns and people killing and no reason or a stupid reas"
55,0,""
34,0,"drug use"
27,0,"the way the government goes about spending taxes"
27,1,"the gas"
60,0,"the young chilren have a hard choices to make in their lives"
47,1,"right now the health system (else) the way its run is terrible (all) yes"
82,1,"all to convert  vechiles to liquid petroleum"
36,1,"crime"
22,1,"mostly education"
46,1,"violence(why)because of the violence and all of the killing going on in the worl"
81,0,""
40,0,"no jobs"
75,0,"just to keep things going, in positive direction (economy)"
28,0,"racism"
63,0,"our goverment"
80,1,""
41,0,"the medical assistance"
48,1,"environment"
53,1,"peole going hungry, kids not being fed"
42,1,"poverty"
50,0,"envirnment constantlt pollutd"
33,1,"poverty"
70,1,"gun control"
47,1,"indifference (elab) if people are doing well themselves they don't care about pe"
40,0,"politics"
64,1,"freedpm"
57,1,"healh care(else)uninsured people"
86,0,"racism"
25,1,"drugs"
46,1,"government interference"
44,1,"drugs"
50,0,"crime shootings in schools"
31,1,"crime, which due to drugs and domestic violence."
53,0,"lack of moral intigrity"
52,0,"morality"
30,1,"education"
39,0,"lack of morals"
75,1,"medicare"
68,1,"crime, drugs"
30,1,"economy"
41,1,"down fall of families"
23,1,"Racism"
67,0,"morality or lack of"
20,0,"drug abuse"
28,0,"education"
45,0,"crime"
31,1,"crime"
37,1,"gas prices"
52,1,"breast cancer, health hazards"
45,0,"quality of education"
18,1,"crime"
59,1,"hunger"
65,0,"our kids (mean)younger kids and all the problems"
31,1,"gun control"
36,1,"government, the largeness of government"
58,0,"lack of morality"
29,1,"drugs"
45,1,"the government and politics"
45,0,"everything"
53,1,"country in good shape, but drug problem, good shape financially,"
64,1,"race relations(else)no"
51,1,"education"
28,1,"people killing each other"
67,1,"being senior citizen"
54,0,"lack of morals"
49,1,"crime"
60,1,"morality"
39,1,"taxes"
19,0,"immrality"
56,1,"social security"
68,1,"Drugs(elab)Beacuse I think its ruininig our country and our young people.  Our y"
41,0,"education"
20,0,"government/the way they're running things"
55,0,""
50,1,"education-can't afford to send children who are dyslectic"
28,1,"health ishues"
45,0,"beter leadership"
39,0,"drugs"
36,1,"health insurance"
62,0,"schooling education the importance"
59,1,""
49,1,"medicare"
39,0,"abortion/killing babies"
50,1,"Family(elab)gov. is sticking their nose in family.  We have no family units like"
53,1,"family issues"
72,0,"too many foreiners"
39,0,"rents"
40,1,"the environment"
24,0,"family issues"
26,1,"poverty"
52,1,"the breakdown of family structure"
56,0,"inability for seniors to get around"
71,1,"adequate schools for everybody, its pretty important"
34,0,"taxes<too high>"
54,1,"federal cut backs in funding for veterans med care"
40,1,"disinterest(what) i do not thinks are folks are interested in what is going on(f"
55,1,"immorality"
39,0,"politics & politicians"
48,0,"corrupt police"
22,0,"world economy"
42,1,"responsibility for ones behavior"
57,1,"education"
