V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,custom1,gc,quota,Q32,Q1,Q2,Q22,Q4,Q3,Q24,Q5,Q25_1,Q25_2,Q25_3,Q25_4,Q25_5,Q25_6,Q25_7,Q25_8,Q23_1,Q23_2,Q23_3,Q23_4,Q23_5,Q23_6,Q4_1,Q4_2,Q4_3,Q4_4,Q4_5,Q4_6,Q4_7,Q4_8,Q4_9,Q4_10,Q5_1,Q5_2,Q5_3,Q5_4,Q5_5,Q5_6,Q5_7,Q5_8,Q5_9,Q6_1,Q6_2,Q6_3,Q6_4,Q6_5,Q6_6,Q6_7,Q6_8,Q6_9,Q6_10,Q7_1,Q7_2,Q7_3,Q7_4,Q7_5,Q7_6,Q7_7,Q7_8,Q7_9,Q7_10,Q8_1,Q8_2,Q8_3,Q8_4,Q8_5,Q8_6,Q8_7,Q8_8,Q8_9,Q8_10,Q8_11,Q8_12,Q8_13,Q8_14,Q9_1,Q9_2,Q9_3,Q9_4,Q9_5,Q10_1,Q10_2,Q10_3,Q10_4,Q10_5,Q10_6,Q10_7,Q3.0,Q1_1,Q1_2,Q1_3,Q1_4,Q1_5,Q1_6,Q1_7,Q1_8,Q1_9,Q1_10,Q1_11,Q1_12,Q8,Q7_1.0,Q7_2.0,Q7_3.0,Q7_4.0,Q7_5.0,Q7_6.0,Q7_7.0,Q7_8.0,Q7_9.0,Q7_10.0,Q7_11,Q7_12,Q28_1,Q28_2,Q28_3,Q28_4,Q28_5,Q28_6,Q28_7,Q28_8,Q28_9,Q5.0,Q4_1.0,Q4_2.0,Q4_3.0,Q4_4.0,Q4_5.0,Q4_6.0,Q4_7.0,Q4_8.0,Q4_9.0,Q2_1,Q2_2,Q2_3,Q2_4,Q2_5,Q2_6,Q2_7,Q9_1.0,Q9_2.0,Q9_3.0,Q9_4.0,Q9_5.0,Q9_6,Q9_7,Q9_8,Q9_9,Q9_10,Q10_1.0,Q10_2.0,Q10_3.0,Q10_4.0,Q11_1,Q11_2,Q11_3,Q11_4,Q11_5,Q11_6,Q11_7,Q11_8,Q11_9,Q11_10,Q12,Q13_1,Q13_2,Q13_3,Q13_4,Q13_5,Q13_6,Q13_7,Q13_8,Q13_9,Q11_1.0,Q11_2.0,Q11_3.0,Q11_4.0,Q11_5.0,Q11_6.0,Q12_1,Q12_2,Q12_3,hugrev,enjoytouchrev,shdnotbeuncomfrev,liketouchrev,showemorev,likebetouchedrev,touchpersrev,touchICK,okdoctouchrev,undoctouchrev,docshdtouchrev,prefdoctouchrev,docICK
R_43lFJLmWUhbcSO1,Default Response Set,Anonymous, , ,24.77.236.159,0,12/16/2013,12/16/2013,1,5001931d2161f9-1ae3-4cd5-867a-75d98e5540a3,1, ,1,1,30,3,1,2013 august,1,3,5,5,6,4,7,7,4,4,7,7,7,5,5,5,10,9,9,10,9,9,10,9,9,10,9,10,10,9,9,9,10,9,10,10,9,9,10,9,9,10,10,10,10,9,9,10,9,10,9,10,10,10,9,9,10,9,10,10,9,9,10,10,9,9,10,9,10,10,10,10,9,9,8,8,9,8,8,9,9,1,6,5,6,6,6,5,6,6,5,5,6,5,1,5,6,6,6,6,5,5,6,6,6,6,6,6,5,6,6,5,6,6,6,6,1,5,6,6,5,6,6,6,6,6,4,5,5,4,4,5,4,4,5,5,4,4,5,5,5,4,4, ,1, , ,4,5,5,5,4,4,4,5,5,4,1,1, , ,1, ,1,1, , ,4,5,5,4,4,4,1, , ,3,2,2,3,3,3,3,5.92307692307692,2,3,3,2,6.6
R_43mK5yNkabfBZKB,Default Response Set,Anonymous, , ,71.3.82.50,0,12/16/2013,12/16/2013,1,50019348d51b39-5055-488f-ab2a-47f81b425d97,1, ,1,2,51,3,1,9months,3,2,1,1,1,1,6,7,6,5,7,4,7,6,7,6,8,11,10,10,6,8,1,4,9,1,2,3,5,2,9,10,5,10,10,6,10,4,6,6,4,4,3,7,6,11,11,2,7,4,4,10,11,2,10,4,2,11,4,2,2,4,11,10,2,11,3,2,10,8,3,9,9,5,10,2,9,4,11,10,8,1,3,4,6,6,7,2,2,7,7,2,2,2,1,5,4,3,7,5,3,4,2,6,5,5,5,4,3,1,2,1,2,5,4,2,1,7,2,5,6,4,6,5,4,6,3,3,4,4,4,3,3,1,2,2,1,1,1,3,3,3,3,1, , , ,3,3,3,3,3,3,3,3,3,1,1, , , , , , , , ,1,3,3,3,3,3,3, , ,1,8,10,10,10,8,10,10,8.92307692307692,4,1,2,2,3.8
R_4GG2Z5BJeY9Dbh3,Default Response Set,Anonymous, , ,172.2.96.41,0,12/16/2013,12/16/2013,1,5001936dd14e39-02e4-400c-a25a-e14ce141d0a0,1, ,1,1,55,3,1,5,1,4,6,3,2,7,2,6,6,2,1,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,3,4,4,4,4,4,4,1,4,4,3,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,1,4,4,4,4,4,4,4,4,4,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3, ,1, , ,4,4,4,4,4,4,4,4,4,4,1, , , , , , , , ,1,3,3,3,3,3,3,1, , ,11,11,11,11,11,11,11,6.38461538461539,11,11,11,11,5
R_4IoYaeGbBZtpy61,Default Response Set,Anonymous, , ,96.238.136.42,0,12/16/2013,12/16/2013,1,50019339da8c4a-d09c-4624-90af-805244ddb411,1, ,1,1,53,3,1,12/11/13,0,1,7,7,1,1,1,1,1,1,1,1,1,1,1,1,9,9,9,8,2,4,2,5,2,2,9,9,5,5,9,8,9,3,4,9,3,3,7,8,3,9,10,8,3,6,5,5,3,7,9,6,5,3,2,5,6,7,6,6,5,6,7,6,6,7,5,4,6,6,5,5,6,5,10,2,3,9,3,1,2,1,3,3,6,5,6,2,1,4,6,1,1,1,1,1,5,2,6,6,2,2,2,6,2,6,5,4,4,2,3,4,4,5,2,4,1,1,2,4,5,4,6,3,3,6,2,2,4,4,2,2,2,1,4,4,3,2,3,1,1,1,1,1, ,1, ,2,3,4,3,3,2,4,4,4,4,1,1, , , , , , , , ,1,1,1,1,1,1,1, , ,7,6,6,7,6,6,8,6.46153846153846,3,3,3,4,3
R_4IPktv5Cl7KkktL,Default Response Set,Anonymous, , ,68.10.142.224,0,12/13/2013,12/13/2013,1,500193123c9a3f-0c45-46f4-89c4-dd8afb5cd52e,1, ,1,2,30,3,1,1 month,3,7,7,1,1,1,1,7,1,1,6,2,2,6,6,3,2,2,3,2,11,11,1,11,11,2,5,6,8,2,8,10,8,9,5,6,11,11,2,2,11,2,11,2,11,11,10,2,11,2,5,11,11,11,11,6,7,8,5,6,6,5,2,9,9,11,11,6,1,7,6,7,7,4,9,10,4,5,4,10,11,1,5,2,6,2,3,2,6,2,7,7,5,6,1,3,3,5,6,7,6,6,4,2,3,3,2,5,5,5,4,1,4,4,4,4,1,6,6,6,6,3,2,3,7,7,3,2,2,3,3,3,3,4,4,3,3,5,5,2,1,2,3, , ,1, ,5,5,3,4,4,1,1,3,2,3,1,1,1,1,1,1,1,1,1, ,3,3,3,3,3,3,1, , ,6,5,6,6,7,3,6,6.53846153846154,10,10,9,10,8.6
R_4J9d3VsDN67Zi1n,Default Response Set,Anonymous, , ,69.132.202.156,0,12/16/2013,12/16/2013,1,5001938720cd12-d25a-4021-b15b-a7493c865822,1, ,1,2,43,3,1,2 months,1,5,6,1,3,1,5,7,5,5,4,4,5,7,5,4,4,11,9,4,3,8,2,6,10,8,11,10,2,2,10,10,10,2,2,9,10,9,4,5,6,9,2,3,7,10,7,2,3,5,10,10,8,10,11,10,6,3,2,1,6,6,4,4,7,3,2,6,4,9,3,8,8,3,11,2,3,11,3,9,3,1,4,5,4,5,5,3,4,4,6,2,3,4,1,4,2,4,5,5,4,4,5,5,3,7,4,3,3,4,5,4,3,3,5,4,1,4,3,4,4,4,4,4,4,5,3,4,4,4,4,3,4,3,4,4,4,4,4,3,3,3,3,1, , , ,4,4,4,4,4,4,4,4,4,4,1, , , , , , , , ,1,3,3,3,3,3,3, , ,1,2,6,11,6,6,5,6,4.61538461538461,8,1,3,8,5.7
R_4NM4CSAmbmgfj9z,Default Response Set,Anonymous, , ,184.10.203.219,0,12/16/2013,12/16/2013,1,500193aa353496-5a09-498d-b353-39908c664ab6, , ,1,2,36,3,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
R_4ONAPqPUfN4c1rn,Default Response Set,Anonymous, , ,108.236.56.202,0,12/16/2013,12/16/2013,1,50019331790621-d153-49c3-9feb-de1221def366,1, ,1,1,55,3,1,6 month,0,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,7,4,7,1,1,4,4,4,1,4,1,7,4,4,1,7,4,4,4,4,4,7,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1, , , , , , , , ,1,1,1,1,1,1,1,1,1,11,11,11,11,11,11,11,6.38461538461539,11,11,11,11,5
R_4PeR88WnMpes7DT,Default Response Set,Anonymous, , ,66.31.98.63,0,12/16/2013,12/16/2013,1,5001933089ddb6-e2d3-4112-bcbe-1a7a78d71c33, , ,1,2,44,3,1,6,1,4,1,1,1,1,1,7,6,4,2,2,2,2,7,2,10,10,9,10,3,2,2,3,2,2,8,8,7,1,9,9,9,4,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,3,2,2.3
R_4PH0V8nEPAdIwZL,Default Response Set,Anonymous, , ,24.113.168.52,0,12/16/2013,12/16/2013,1,5001930a5be497-2ec8-4a5d-8c74-8d39237f9e28, , ,1,2,38,3,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
R_4SnBguHYmPKQ1Eh,Default Response Set,Anonymous, , ,173.49.183.109,0,12/16/2013,12/16/2013,1,5001936afbd7f2-acbb-4f3c-9728-f28acc59ce0c,1, ,1,2,65,3,1,10.30.2013,2,5,2,1,2,1,7,7,7,6,1,1,1,1,1,1,11,11,11,11,2,2,2,2,2,2,11,11,2,2,11,11,11,2,2,11,2,2,11,11,2,11,11,11,11,2,2,11,2,11,11,2,2,2,2,11,5,7,2,8,5,2,2,2,6,2,2,5,2,2,11,2,2,11,11,2,2,11,11,2,2,1,1,4,7,7,7,1,1,7,7,1,5,1,1,7,4,7,1,7,1,1,7,7,7,7,7,2,1,1,7,7,1,1,7,7,1,7,1,4,7,5,7,7,3,7,5,5,5,5,5,5,5,3,4,4,3,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,5,5,5,1,5,1,1, ,1,1, , , , , ,1,1,5,1,1,1, , ,1,1,7,4,7,10,6,7,4.53846153846154,1,1,1,1,1.6
R_4TPsxW4MMsqE30V,Default Response Set,Anonymous, , ,65.78.152.56,0,12/16/2013,12/16/2013,1,500193552b0e21-0008-4f61-aa80-7030f7b2d904,1, ,1,1,58,1,1,4 mnths,3,1,1,1,4,1,7,7,2,6,1,5,1,1,1,7,10,10,10,5,3,2,2,3,2,2,11,11,2,2,11,11,11,2,2,9,2,2,10,11,2,11,11,11,2,3,5,10,2,8,11,2,2,2,2,11,11,2,2,11,11,11,2,2,11,2,2,11,2,2,10,2,2,9,10,2,3,11,8,2,2,1,1,1,7,6,7,1,1,7,6,1,3,1,1,1,7,2,7,7,1,1,1,7,7,7,4,7,7,1,5,2,5,6,1,5,1,2,1,4,7,5,5,4,3,7,1,1,4,5,5,1,1,1,4,4,4,1,3,1,1,1,1, ,1, , ,1,1,1,1,1,1,3,3,1,3,1, , , , , , , , ,1,1,1,1,1,1,1, , ,1,1,1,1,1,1,1,1,1.46153846153846,2,2,2,7,2.7
R_4TxuT1VFzfsfT2B,Default Response Set,Anonymous, , ,99.92.83.67,0,12/16/2013,12/16/2013,1,50019350ed1442-329e-48a4-b675-5ce5ab50b76a,1, ,1,1,52,2,1,2 months ago,2,2,6,1,1,1,7,7,6,1,7,1,7,7,7,1,11,11,10,11,2,2,2,2,2,2,10,11,2,2,11,11,10,2,2,11,2,2,11,11,2,11,11,11,2,9,10,7,6,11,10,8,10,2,2,11,9,2,2,11,9,7,2,2,9,2,2,9,2,8,10,9,9,10,11,2,2,11,3,1,2,1,4,6,6,7,7,2,5,6,1,3,2,5,1,7,4,7,3,6,3,1,4,5,6,6,6,1,4,7,7,1,1,1,7,2,1,1,2,5,5,5,7,6,5,7,1,3,4,5,4,1,1,4,5,5,3,2,4,2,1,1,1,1,1, , ,1,1,1,1,1,1,1,1,1,1,1,1, ,1, , , , , , ,1,1,1,1,1,1, ,1, ,1,3,1,3,5,3,3,2.38461538461538,1,1,2,1,1.7
R_4U6lCZcTqur4Bw1,Default Response Set,Anonymous, , ,71.84.170.223,0,12/16/2013,12/16/2013,1,500193dae9356c-1700-4c79-a8e4-abcc3c2773e7, , ,1,2,61,3,1,1yr,1hr,7,1,1,1,1,1,7,1,1,1,1,1,1,7,1,7,7,7,7,4,4,7,6,6,6,7,7,4,4,8,7,7,4,4,7,4,5,8,6,4,6,5,6,4,4,5,5,4,5,6,4,5,5,5,6,4,4,3,5,4,4,4,4,4,3,2,4,3,5,6,5,5,5,3,2,5,3,4,2,4,1,4,5,4,5,4,4,5,3,3,3,5,5,1,5,4,4,4,4,4,4,4,5,5,6,4,1,2,1,3,1,1,1,6,1,1,4,4,5,4,3,4,4,3,5,1,1,4,4,1,1,1,1,4,4,3,4,4,1,1,1,1,1, , , ,1,1,3,1,1,1,3,4,1,3, , , , , , , , , , , , , , , , , , , ,6,8,7,8,8,8,8,5.61538461538461,5,5,5,5,5.3
R_4VB1Zh9i1FuNav3,Default Response Set,Anonymous, , ,173.88.128.107,0,12/16/2013,12/16/2013,1,50019301414c33-d046-4981-a3ca-5e9f689b3178,1, ,1,2,41,3,1,6/2013,3 hr,4,7,2,6,1,1,6,2,2,6,6,6,6,1,1,6,2,2,2,2,6,2,6,6,2,6,11,11,2,11,11,11,2,2,6,11,2,6,6,6,6,11,11,2,6,2,11,2,6,11,6,6,2,11,6,6,6,4,6,6,6,8,6,6,2,2,11,6,2,6,6,6,6,11,2,6,11,2,11,2,1,2,2,7,7,7,4,1,2,4,4,4,2,1,1,1,1,7,7,1,2,1,2,2,7,4,4,4,4,4,7,1,1,7,1,1,1,7,7,4,4,7,1,1,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1, ,1, , ,4,4,4,4,4,4,4,4,4,4,1, ,1,1, , , , , , ,1,1,5,1,1,1, , ,1,6,6,6,6,6,6,1,5,6,10,10,10,6
R_4VoS3MbCWcqkOTb,Default Response Set,Anonymous, , ,68.189.34.61,0,12/16/2013,12/16/2013,1,500193f975f200-ffdd-40d0-9622-6956030ceda5,1, ,1,2,51,3,1,Musselman,1,1,5,1,1,1,1,7,6,1,1,7,2,5,2,2,11,11,11,11,2,2,2,2,2,2,11,11,2,2,11,11,11,2,2,11,11,11,11,10,2,10,2,2,2,7,4,3,2,10,11,9,7,11,11,11,11,11,2,11,10,10,2,2,10,2,2,10,2,8,8,2,10,6,11,2,2,11,10,2,2,1,7,6,2,3,5,2,7,1,3,1,3,1,1,1,7,1,5,2,7,4,2,3,4,7,4,1,4,1,2,1,1,1,7,1,1,4,4,3,4,5,7,4,4,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1, , , ,5,2,5,5,2,4,5,5,1,1,1, , , , , , , , ,1,1,1,1,1,1,1, , ,1,1,1,1,2,2,2,2,2.46153846153846,1,1,1,1,1.6
R_4YC1lTHbXd9PvgN,Default Response Set,Anonymous, , ,98.21.227.12,0,12/16/2013,12/16/2013,1,500193c881aebe-f9ea-4837-a692-6c327772d61b, , ,1,2,55,3,1,november,3,7,1,1,1,1,1,7,1,6,1,1,7,7,7,1,11,11,11,11,2,2,2,2,2,2,11,11,2,11,11,11,11,2,2,11,2,2,11,11,2,11,11,2,2,2,7,11,2,11,11,2,2,2,2,11,11,2,2,11,11,11,2,2,11,2,2,11,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,1,1,1,1,1,1.46153846153846,1,1,1,1,1.6
R_4Z8LUAi3hpuyR7L,Default Response Set,Anonymous, , ,72.174.157.133,0,12/16/2013,12/16/2013,1,500193e4c0adf0-5acf-4c28-a51c-0dd742277103,1, ,1,2,58,3,1,one week ago,.5,4,2,1,2,7,1,7,6,5,7,6,2,2,2,7,1,1,6,6,1,1,1,3,1,6,8,8,2,1,8,1,8,2,1,8,1,1,2,1,8,8,1,1,1,5,2,5,2,6,9,6,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,5,3,5,3,10,2,2,10,2,10,2,1,4,4,4,4,4,4,4,4,4,2,2,3,1,3,3,3,4,4,7,4,1,1,4,2,4,4,4,3,4,4,2,2,6,4,1,4,2,4,4,4,4,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1, , , ,3,3,3,3,3,3,3,3,3,3,1,1, , , , , , , , ,3,3,3,3,3,3, , ,1,11,11,11,11,11,11,11,6.38461538461539,11,11,6,6,4.7
R_4ZRRQghxEEvcgZf,Default Response Set,Anonymous, , ,173.178.246.54,0,12/16/2013,12/16/2013,1,500193779ac78d-4d02-4239-963f-f0b6e83029a7,1, ,1,1,45,3,1,1 year,1,4,7,1,4,1,1,7,7,3,7,6,7,6,6,6,7,9,10,7,8,10,11,8,9,11,11,7,8,10,6,11,10,8,9,8,8,11,9,11,10,11,8,9,10,11,8,8,10,9,10,11,11,9,8,9,8,10,11,9,8,10,11,9,10,8,11,10,8,9,8,11,10,11,11,9,10,8,11,9,8,1,7,5,5,6,7,6,5,7,6,6,7,5,1,7,5,6,7,5,7,5,7,6,5,6,6,5,5,7,6,6,7,5,7,6,1,6,6,5,7,6,5,7,5,6,5,5,4,4,3,5,4,3,4,5,3,4,5,3,4,5,5,1, , , ,3,4,5,5,3,4,3,5,4,4,1,1, , , , , , ,1, ,4,5,3,4,5,3,1, , ,3,4,3,4,2,2,2,6.15384615384615,5,3,2,5,7.2
R_509qV6XiUqdaq21,Default Response Set,Anonymous, , ,184.5.95.165,0,12/16/2013,12/16/2013,1,50019317e3007d-e1db-4fd0-bb17-1bf951a10a3c,1, ,1,1,70,3,1,9/25/2013,0,4,1,1,1,1,1,1,2,7,1,1,1,1,1,1,11,11,11,11,6,2,2,6,2,2,11,11,2,2,11,11,11,2,2,11,2,2,11,11,2,11,11,11,2,2,2,11,2,11,11,2,2,2,2,6,2,11,2,11,6,2,11,6,2,6,2,2,2,2,11,2,2,11,11,1,4,11,8,1,2,1,6,6,6,5,7,7,3,3,1,4,4,1,1,7,1,7,1,6,2,6,4,1,4,1,1,1,4,1,7,1,1,1,1,1,1,6,1,1,4,7,2,7,2,7,1,1,4,5,1,1,1,1,5,5,5,5,5,1,1,1,1, ,1, , ,1,1,5,5,1,1,5,5,1,4,1, , , , , , , , ,1,3,3,3,3,3,3, , ,1,6,10,1,6,10,10,10,7,1,1,1,1,2.4
R_51t2YRFjLs8tTNj,Default Response Set,Anonymous, , ,71.12.242.71,0,12/16/2013,12/16/2013,1,5001932a55609b-f446-4a4c-ad4c-34af5ddae833,1, ,1,1,49,3,1,1 YEAR,1,4,1,1,1,1,1,4,1,1,1,1,4,1,1,1,8,9,9,9,8,8,5,10,8,8,6,6,7,6,7,6,9,5,7,9,8,8,9,7,8,7,8,8,6,9,8,8,7,5,7,10,8,8,8,10,7,10,2,10,7,3,10,9,8,8,2,3,7,9,3,8,8,3,4,2,11,6,11,1,10,1,2,4,1,3,4,1,1,5,3,1,6,7,1,7,3,6,6,7,6,5,4,7,6,4,5,3,3,1,4,2,2,1,7,1,1,6,6,4,4,4,6,6,4,6,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,3,1,1,1,1,1,1, ,1, , , , , , , ,2,3,1,1,1,1, , ,1,2,5,2,5,9,4,9,5.92307692307692,4,3,3,3,6
R_54MB76wPbVLCeW1,Default Response Set,Anonymous, , ,71.23.59.231,0,12/16/2013,12/16/2013,1,500193de69859d-0f86-49db-ac49-5a2ca4c2dfd3,1, ,1,2,34,1,1,9 months,1,1,1,1,1,1,1,4,7,3,3,3,4,3,4,3,11,11,11,11,2,2,2,2,6,2,10,10,2,11,11,8,11,3,10,11,11,2,11,3,2,3,2,11,2,9,8,6,3,6,11,9,9,2,11,11,11,2,2,11,11,11,2,2,11,2,2,11,2,4,10,7,4,10,11,1,3,11,9,11,2,1,4,7,7,7,7,1,1,6,7,1,1,7,1,1,7,1,7,7,7,7,7,6,6,7,7,7,7,4,2,4,6,7,1,7,1,1,6,7,4,3,5,7,5,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1, , , ,1,4,5,3,4,4,5,5,5,5,1, ,1, , , , , , , ,4,1,5,4,1,4,1, , ,1,1,1,1,1,1,1,1.46153846153846,1,1,1,1,2
R_54s0xP5zWpzsxPn,Default Response Set,Anonymous, , ,192.206.119.3,0,12/16/2013,12/16/2013,1,5001939570ca94-cb94-48e8-aac6-3a6c09e1106f, , ,1,2,36,3,1,1 month ago,0,3,7,5,5,5,7,3,7,5,2,3,3,3,3,2,11,11,11,9,4,3,2,2,4,3,10,9,2,2,11,11,10,3,6,11,2,2,11,11,2,11,11,9,2,2,2,11,2,11,11,2,2,2,2,9,6,9,2,6,5,4,5,4,4,4,2,6,6,2,11,2,2,11,11,2,2,11,9,11,2,1,2,5,4,6,7,2,4,5,6,1,1,2,1,3,5,3,2,4,4,4,2,5,2,4,5,3,3,1,6,1,3,3,5,3,1,2,2,4,5,5,5,2,3,6,1,2,4,4,4,1,3,2,5,5,5,5,5,2,3,3,3, , , ,1,3,3,3,3,3,3,3,3,3,3,1,1,1,1, , , , , , , , , , , , , , , ,3,6,6,7,8,8,6,5.38461538461539,1,1,1,3,2.4
R_56aj3rbqZJ2x7lX,Default Response Set,Anonymous, , ,68.63.186.106,0,12/16/2013,12/16/2013,1,500193673f118f-31ae-432d-b66b-1deb9c051d23, , ,1,2,58,3,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
R_5768hOBfkTjarpH,Default Response Set,Anonymous, , ,108.247.23.33,0,12/16/2013,12/16/2013,1,50019349599e36-f5bb-4778-830a-545c1917b7c2,1, ,1,2,23,3,1,18 months,3,4,7,4,7,7,7,5,7,7,6,7,6,7,6,7,11,11,11,11,6,2,4,11,11,2,11,11,4,3,11,11,11,2,2,11,11,2,11,11,2,9,3,11,2,5,2,11,2,11,11,6,5,2,11,11,11,7,2,11,11,11,2,7,11,10,6,10,5,2,11,2,2,11,5,10,7,7,10,11,10,1,7,6,6,7,5,5,5,5,5,6,6,6,1,7,4,5,7,5,4,6,6,4,6,5,6,7,5,7,7,6,7,7,6,5,1,6,7,4,6,6,5,7,6,7,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1, , ,1, ,5,5,5,1,3,4,4,3,5,3,1,1, , , , ,1,1, , ,1,1,3,1,2,1, , ,1,1,1,1,1,1,1,2,3.23076923076923,1,1,1,1,4
R_5A9RZA3GHhSt4oJ,Default Response Set,Anonymous, , ,67.236.139.52,0,12/16/2013,12/16/2013,1,500193ec5f3d36-656e-4122-99f0-339ed198bcdf, , ,1,2,55,3,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
R_5AofQAqKBQPbp4N,Default Response Set,Anonymous, , ,75.142.102.242,0,12/16/2013,12/16/2013,1,500193578cb9ca-7dae-4a9f-b5e4-dfec7ba4fbf0,1, ,1,1,60,2,2,3 weeks,6,2,7,1,1,1,1,7,5,1,7,5,7,7,7,3,7,9,8,9,9,7,6,9,6,7,9,9,9,7,8,7,9,9,7,9,6,7,9,6,6,6,6,7,7,7,9,8,9,8,8,7,9,6,6,9,9,6,6,8,8,8,6,8,7,7,6,7,6,7,8,6,8,7,5,3,10,5,9,1,9,1,4,4,4,6,6,4,4,4,5,1,6,6,1,4,5,4,5,5,5,5,5,5,5,5,5,5,4,4,5,5,4,5,4,5,1,5,6,5,5,6,6,6,5,6,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1, , , , , , , , ,1,2,2,2,2,2,2, , ,1,3,3,4,4,4,5,5,5.15384615384615,5,3,4,3,5.9
R_5BaK3ndBVPorIuF,Default Response Set,Anonymous, , ,174.56.130.166,0,12/16/2013,12/16/2013,1,500193c427750c-3b5d-41de-9d24-1ab8adc16506,1, ,1,1,40,3,1,4 months,1,3,7,6,4,3,4,7,6,5,6,6,6,6,6,6,9,9,8,8,9,7,9,9,2,2,9,8,4,4,9,9,8,4,4,9,2,2,2,7,3,4,6,3,8,8,9,5,9,9,9,8,9,3,3,9,9,5,2,6,8,7,5,4,8,3,2,6,2,3,8,3,4,7,4,1,4,9,8,1,4,1,3,4,7,7,7,1,1,4,6,1,2,2,1,5,4,4,3,7,1,3,4,7,1,7,6,4,4,2,4,5,5,5,3,4,1,5,4,6,4,5,6,4,4,6,1,1,1,3,2,1,1,2,3,4,1,1,4,2,2,2,2,1, , , ,4,4,3,3,3,4,3,2,4,2,1,1, , ,1, , ,1, , ,2,2,4,4,4,4,1, , ,3,3,6,4,5,4,6,4,3,3,4,4,5.2
